"term","idf","tfidf"
"instead","10.219721233781934","0.4390213601636055"
"intel","10.219721233781934","0.6807980579616425"
"jadiin","10.219721233781934","0.676377627802232"
"jamin","10.219721233781934","0.5149992115804506"
"embel","10.219721233781934","0.5916783111803814"
"enaknya","10.219721233781934","0.9134368657441707"
"faedah","10.219721233781934","0.8068085191430011"
"favorit","10.219721233781934","0.43418113907124106"
"jangka","10.219721233781934","0.5592397366060848"
"jari","10.219721233781934","0.9514349944038712"
"jatuh","10.219721233781934","0.6884057636640085"
"jawabannya","10.219721233781934","0.5355667266364817"
"sumpahin","10.219721233781934","0.4938233271049573"
"susa","10.219721233781934","0.7290062014944014"
"aplk","10.219721233781934","0.9031724569166855"
"astaghfirullah","10.219721233781934","0.8168340084880736"
"tagan","10.219721233781934","0.8423428208326799"
"tagihannya","10.219721233781934","0.7014944983834392"
"tahunya","10.219721233781934","0.7332529818953162"
"tamba","10.219721233781934","0.9355436428920204"
"songong","10.219721233781934","0.9392026151308321"
"sopan","10.219721233781934","0.46616221320820295"
"sori","10.219721233781934","0.7352321488076816"
"sosial","10.219721233781934","0.4540469216987999"
"spill","10.219721233781934","0.6661486647484738"
"sportify","10.219721233781934","0.37890231516935474"
"sring","10.219721233781934","0.644632457974347"
"atik","10.219721233781934","0.5313402351221239"
"avast","10.219721233781934","0.53503849290626"
"ayam","10.219721233781934","1.0"
"stay","10.219721233781934","0.8324693581395177"
"strip","10.219721233781934","0.7405116565339459"
"sukanya","10.219721233781934","0.4886372300341994"
"jelasin","10.219721233781934","0.8843966218242776"
"edan","10.219721233781934","0.9658304560512845"
"emak","10.219721233781934","0.6694300281386696"
"emang","10.219721233781934","0.526719956776695"
"kalimat","10.219721233781934","0.32242669354414943"
"kamera","10.219721233781934","0.45382118456899484"
"setting","10.219721233781934","0.35556284154507484"
"sewaktu","10.219721233781934","0.7624694881360041"
"sial","10.219721233781934","0.8973951707401102"
"skrmg","10.219721233781934","0.6560761235406312"
"smartphone","10.219721233781934","0.4109726469266153"
"soalny","10.219721233781934","0.828564976673032"
"sodara","10.219721233781934","0.5099724350174809"
"kampret","10.219721233781934","0.9111104333494402"
"kang","10.219721233781934","0.8332914628268984"
"kapitalisme","10.219721233781934","1.0"
"drama","10.219721233781934","0.34787900964409924"
"drive","10.219721233781934","0.560836729991365"
"duitnya","10.219721233781934","0.4916175603104395"
"karma","10.219721233781934","0.5977162589090578"
"karyawan","10.219721233781934","0.6468422856938014"
"kasihlah","10.219721233781934","0.4236464267775305"
"kayk","10.219721233781934","0.7348339762927734"
"kebalikan","10.219721233781934","0.604418788789682"
"sekaranggg","10.219721233781934","0.7901154963955254"
"sekaranh","10.219721233781934","0.8705287599871607"
"sekeren","10.219721233781934","0.7381269837488141"
"semuanya","10.219721233781934","0.8551783234868169"
"baiklah","10.219721233781934","1.0"
"banding","10.219721233781934","0.666142193997381"
"bangga","10.219721233781934","1.0"
"sendirinya","10.219721233781934","0.691860373220467"
"sepanjang","10.219721233781934","0.6806071684751241"
"serentak","10.219721233781934","0.5211964317635827"
"sesering","10.219721233781934","0.35581928850247796"
"seandainya","10.219721233781934","0.6588916827049807"
"sebaik","10.219721233781934","0.6759807060838485"
"sebutan","10.219721233781934","0.42893666494658544"
"barbayar","10.219721233781934","0.5877859440024403"
"bari","10.219721233781934","0.5979043431967893"
"sehat","10.219721233781934","0.843180682347471"
"seizin","10.219721233781934","0.35007788567231196"
"sekadar","10.219721233781934","0.677724191648261"
"kedeteksi","10.219721233781934","0.5943608308584508"
"kegiatan","10.219721233781934","0.73367077710525"
"kegini","10.219721233781934","0.6422023734602111"
"kegunaanya","10.219721233781934","0.8541928918774117"
"dluuu","10.219721233781934","0.7090333303725204"
"doesn","10.219721233781934","0.5674361829163579"
"domba","10.219721233781934","0.6254164108355456"
"kejam","10.219721233781934","0.4371657287404343"
"kekecewaan","10.219721233781934","0.6799178486631496"
"kekuras","10.219721233781934","0.6566717836148236"
"kelak","10.219721233781934","0.7931057911409204"
"saking","10.219721233781934","0.590917464971312"
"salahkan","10.219721233781934","0.49004326434746986"
"salam","10.219721233781934","0.6750354864959649"
"samaran","10.219721233781934","0.5385706830190345"
"sampahh","10.219721233781934","1.0"
"basi","10.219721233781934","0.6436440137363899"
"bates","10.219721233781934","0.8003567284715716"
"sbulan","10.219721233781934","0.5442929362601683"
"kelar","10.219721233781934","0.7680738749882673"
"kenakan","10.219721233781934","0.614630354798958"
"ditambahkan","10.219721233781934","0.3755767700250728"
"kenyang","10.219721233781934","0.7885575634769016"
"kepepet","10.219721233781934","0.7212185373013555"
"kepuasan","10.219721233781934","0.3868993617215249"
"reinstal","10.219721233781934","0.6719447517784609"
"relevan","10.219721233781934","0.6113488598983875"
"remove","10.219721233781934","0.6673128991586196"
"resiko","10.219721233781934","0.5538576914612275"
"restart","10.219721233781934","0.41988627776169263"
"reting","10.219721233781934","0.6052164177249196"
"batu","10.219721233781934","0.6843187432986083"
"bauar","10.219721233781934","0.9011966226251829"
"bawa","10.219721233781934","0.4513470623015183"
"bayat","10.219721233781934","0.9592866328009423"
"beban","10.219721233781934","0.4649412496563577"
"sabar","10.219721233781934","0.49665386976936077"
"kerjaan","10.219721233781934","0.6485088249944506"
"kerna","10.219721233781934","0.7596432538688369"
"kerugian","10.219721233781934","0.2778720194458914"
"kesah","10.219721233781934","0.3279535037363958"
"kesebar","10.219721233781934","0.5208501431616726"
"disalah","10.219721233781934","0.56162318465281"
"disappointed","10.219721233781934","0.34547195530314173"
"diskon","10.219721233781934","0.7656023887415937"
"ditag","10.219721233781934","0.4927049786098473"
"keseimbangan","10.219721233781934","0.6587136504554312"
"ketat","10.219721233781934","0.453841813018372"
"ketutup","10.219721233781934","0.569207442170275"
"privasinya","10.219721233781934","0.34297631673229617"
"program","10.219721233781934","0.8736108637979977"
"proteksi","10.219721233781934","0.48998399962317074"
"provider","10.219721233781934","0.5733849905412159"
"bedah","10.219721233781934","0.8073415801019975"
"belagu","10.219721233781934","0.5797993723972898"
"rebu","10.219721233781934","0.6478365478015273"
"record","10.219721233781934","0.7217017100411334"
"refill","10.219721233781934","0.7471528893825139"
"register","10.219721233781934","0.8211446352136503"
"pesaing","10.219721233781934","0.27224546381117526"
"pikirkan","10.219721233781934","0.8492084652955131"
"pilihannya","10.219721233781934","0.48837679295475445"
"belit","10.219721233781934","0.7314775760398153"
"benefit","10.219721233781934","0.5831627207841868"
"berakhir","10.219721233781934","0.33631031646051546"
"poke","10.219721233781934","1.0"
"prabayarr","10.219721233781934","0.7160493334096134"
"prank","10.219721233781934","0.6564930164881807"
"preminum","10.219721233781934","0.7697660109055543"
"premm","10.219721233781934","0.860197392432458"
"privasiin","10.219721233781934","0.687255727981011"
"perhatian","10.219721233781934","0.3287613061182079"
"perlahan","10.219721233781934","0.7311751729953969"
"perlukan","10.219721233781934","0.9789573306906111"
"permanent","10.219721233781934","0.4026343230949945"
"permasalahan","10.219721233781934","0.7741464587355016"
"perminggunya","10.219721233781934","0.4395829417996779"
"persaingan","10.219721233781934","0.32676468306758466"
"berbenah","10.219721233781934","0.3540633765123335"
"berdasarkan","10.219721233781934","0.4286937535498553"
"personal","10.219721233781934","0.5949513528180128"
"persusah","10.219721233781934","0.7274844418525698"
"persyaratan","10.219721233781934","0.7652680340396941"
"king","10.219721233781934","0.39711130117976035"
"dipersusah","10.219721233781934","0.8872199891856262"
"dipikirkan","10.219721233781934","0.8114713211504562"
"dipilih","10.219721233781934","0.8070591670130088"
"diplaystore","10.219721233781934","0.4044282374851742"
"diponsel","10.219721233781934","0.6337921670060312"
"dipremium","10.219721233781934","0.7282480075825362"
"diproses","10.219721233781934","0.43338797580029625"
"direset","10.219721233781934","0.3537718771219724"
"komplit","10.219721233781934","0.41604302321377196"
"komunikasi","10.219721233781934","0.8850058321582605"
"penjual","10.219721233781934","0.46987546885203046"
"penyakit","10.219721233781934","0.74199847498555"
"penyebab","10.219721233781934","0.397697880636559"
"penyebaran","10.219721233781934","0.2925109531159971"
"peraturan","10.219721233781934","0.7440513108475885"
"berganti","10.219721233781934","0.4300465894499842"
"berjam","10.219721233781934","0.30082944092535985"
"performa","10.219721233781934","0.8358732832630996"
"performanya","10.219721233781934","0.522700149228771"
"pencerahannya","10.219721233781934","0.5580579487386534"
"pendukung","10.219721233781934","0.42605817338428187"
"berkomunikasi","10.219721233781934","0.47786813730199906"
"berlanjut","10.219721233781934","0.49823312051514707"
"berminat","10.219721233781934","0.5766298264441609"
"penelusuran","10.219721233781934","0.6605960918673839"
"pengembalian","10.219721233781934","0.43947423626625504"
"pengemis","10.219721233781934","0.7996698129926492"
"pengetahuan","10.219721233781934","0.6259343161580948"
"pengiriman","10.219721233781934","0.7223864649733228"
"pengurangan","10.219721233781934","0.5742538632149103"
"dipakein","10.219721233781934","0.7743960904909291"
"dipastikan","10.219721233781934","0.4653630425364267"
"diperbaikin","10.219721233781934","0.44346942524492394"
"kondisi","10.219721233781934","0.46274538189845876"
"konsepnya","10.219721233781934","0.6425239724710805"
"konta","10.219721233781934","0.5537379986685292"
"konten","10.219721233781934","0.5874670286057426"
"kontok","10.219721233781934","0.7354715454256974"
"kota","10.219721233781934","0.3808168815976572"
"kredit","10.219721233781934","0.560819404090128"
"pekok","10.219721233781934","0.9007652151185821"
"pelengkap","10.219721233781934","0.39622544723075553"
"berpikir","10.219721233781934","0.30140074448520404"
"berpindah","10.219721233781934","0.536830532487155"
"bertahan","10.219721233781934","0.39624350643154477"
"bertarif","10.219721233781934","1.0"
"bertindak","10.219721233781934","0.3582701192894963"
"pembiayaan","10.219721233781934","0.9153598605124926"
"pemotongan","10.219721233781934","0.3829369455693643"
"pencari","10.219721233781934","0.6720287937647472"
"pencemaran","10.219721233781934","0.4356067747067286"
"padat","10.219721233781934","0.6747667141992241"
"berulangkali","10.219721233781934","0.4695951954224293"
"beta","10.219721233781934","0.6855489922296754"
"betah","10.219721233781934","0.7508786430870148"
"paketnya","10.219721233781934","0.9053856530980066"
"palak","10.219721233781934","0.3901862623535245"
"pale","10.219721233781934","0.5108692480799455"
"panduan","10.219721233781934","0.8281384524414668"
"paste","10.219721233781934","0.37865596237759036"
"pdlh","10.219721233781934","0.5743867998346548"
"kriminal","10.219721233781934","0.5169625273006343"
"kuat","10.219721233781934","0.5734255197313725"
"kuning","10.219721233781934","0.6671800769594343"
"kunyuk","10.219721233781934","0.9658304560512845"
"dilakukan","10.219721233781934","0.5144149667659753"
"diliatin","10.219721233781934","0.7675392199440864"
"dimanfaatkan","10.219721233781934","0.4968204190841487"
"dimengerti","10.219721233781934","0.7593335259100563"
"kurangnya","10.219721233781934","0.7894243034439581"
"kwalitas","10.219721233781934","0.4748142821700854"
"lahir","10.219721233781934","0.6461970812807701"
"oppo","10.219721233781934","0.6175991727189377"
"opps","10.219721233781934","0.5546666303477286"
"orgnya","10.219721233781934","0.4823963678818682"
"bismillah","10.219721233781934","1.0"
"otaknya","10.219721233781934","0.4303714192364301"
"over","10.219721233781934","0.5737621187406988"
"owner","10.219721233781934","0.8011466927312041"
"padah","10.219721233781934","0.645484094598244"
"lamanya","10.219721233781934","0.5359418048577418"
"langgananya","10.219721233781934","0.7161589775517316"
"laporin","10.219721233781934","0.5426974374564876"
"larang","10.219721233781934","1.0"
"layanannya","10.219721233781934","0.8776406248888982"
"least","10.219721233781934","0.5477243105760272"
"lemah","10.219721233781934","1.0"
"dikatai","10.219721233781934","0.2925109531159971"
"liar","10.219721233781934","0.7098786499183232"
"licik","10.219721233781934","0.6474410912350901"
"nunggunya","10.219721233781934","0.4607425407981323"
"nutup","10.219721233781934","0.4989115741542533"
"biss","10.219721233781934","0.6659922812566381"
"blacklist","10.219721233781934","0.4880523340453112"
"blunder","10.219721233781934","0.31538624081953587"
"bngsat","10.219721233781934","0.7075043401300712"
"boikot","10.219721233781934","1.0"
"bokep","10.219721233781934","1.0"
"nyasar","10.219721233781934","0.6567271635513743"
"ojek","10.219721233781934","0.4501845394004508"
"oklah","10.219721233781934","1.0"
"bosan","10.219721233781934","0.854723946697481"
"browser","10.219721233781934","0.8996547789863869"
"bsgus","10.219721233781934","1.0"
"buatlah","10.219721233781934","0.7396302922381229"
"bubar","10.219721233781934","0.9485072328301118"
"budget","10.219721233781934","0.38846644413392867"
"nominal","10.219721233781934","0.28915744290108303"
"nomorku","10.219721233781934","0.48851909442609787"
"nontonin","10.219721233781934","0.5695413919972893"
"notice","10.219721233781934","0.3100837736491776"
"lintah","10.219721233781934","0.4498926671251049"
"look","10.219721233781934","0.6769426302144466"
"luaran","10.219721233781934","0.46959117406587697"
"luck","10.219721233781934","1.0"
"makes","10.219721233781934","0.5012482436925197"
"diharapkan","10.219721233781934","0.4096005300089339"
"dihentikan","10.219721233781934","0.5020846323358217"
"many","10.219721233781934","0.9166786336951754"
"marah","10.219721233781934","0.5387569487218342"
"maraknya","10.219721233781934","0.6605339410992087"
"bukankah","10.219721233781934","0.4281554025412148"
"bukanlah","10.219721233781934","0.7941043386453559"
"bulanannya","10.219721233781934","0.7460682034539599"
"buriq","10.219721233781934","1.0"
"ngerjain","10.219721233781934","0.4193325949537738"
"ngestalk","10.219721233781934","0.5435484655975856"
"ngestuck","10.219721233781934","0.6755842554053118"
"ngumpulin","10.219721233781934","0.5159590689731144"
"nikmati","10.219721233781934","0.456830195128422"
"njis","10.219721233781934","0.9056108837164236"
"never","10.219721233781934","0.526824228446948"
"bussiness","10.219721233781934","0.7059876368341488"
"byarr","10.219721233781934","0.8452236869309327"
"byee","10.219721233781934","0.7316018298992779"
"ngabis","10.219721233781934","0.539928680518344"
"ngambilin","10.219721233781934","0.35536303613881526"
"ngeblokir","10.219721233781934","0.4965820791027526"
"ngecheck","10.219721233781934","0.715988519301781"
"ngeluh","10.219721233781934","0.6552799023873966"
"market","10.219721233781934","0.6467683403725806"
"masal","10.219721233781934","0.7270761938722902"
"masok","10.219721233781934","1.0"
"dibuatnya","10.219721233781934","0.37195519151376305"
"diciptain","10.219721233781934","0.5312064008226977"
"didaftarkan","10.219721233781934","0.3220874049645239"
"didalam","10.219721233781934","0.5874670286057426"
"diduitin","10.219721233781934","0.8274289580492202"
"diedit","10.219721233781934","0.4089360280784871"
"melenceng","10.219721233781934","0.6396070156796188"
"memangnya","10.219721233781934","0.5285660080950573"
"memantau","10.219721233781934","0.7718834359817922"
"mundur","10.219721233781934","0.5315330214877177"
"naikkan","10.219721233781934","0.4499840081518521"
"namakan","10.219721233781934","0.8131759509040611"
"center","10.219721233781934","0.5115316711197364"
"cerita","10.219721233781934","0.3637435584683333"
"nampilin","10.219721233781934","0.36545346248539673"
"nantinya","10.219721233781934","0.6787852766152681"
"nape","10.219721233781934","0.9676741304160931"
"nelp","10.219721233781934","0.5248293347102747"
"nelponin","10.219721233781934","0.39661553339185307"
"meribetkan","10.219721233781934","0.6999875280930522"
"merubah","10.219721233781934","0.8869100589504059"
"mestinya","10.219721233781934","0.8682278796108555"
"mingguan","10.219721233781934","0.30756644705028074"
"muka","10.219721233781934","0.8626237047374377"
"membabtu","10.219721233781934","1.0"
"dibenarkan","10.219721233781934","0.3645401991021129"
"diberlakukan","10.219721233781934","0.5211590704355553"
"membagongkan","10.219721233781934","0.9436224576822403"
"membayarnya","10.219721233781934","0.9691369355012004"
"memberitahu","10.219721233781934","0.5324073333871487"
"memerlukan","10.219721233781934","0.4703489712820922"
"memfilter","10.219721233781934","0.6562107580842919"
"memfitnah","10.219721233781934","0.49015042617628385"
"diaplikasi","10.219721233781934","0.4929620731005405"
"diatas","10.219721233781934","0.35821810576675667"
"diatasi","10.219721233781934","0.3834343343064857"
"dibalikin","10.219721233781934","0.4938233271049573"
"dibandingkan","10.219721233781934","0.7217177907844705"
"dibatalin","10.219721233781934","0.527134714343483"
"memperpanjang","10.219721233781934","0.6921941296850319"
"memudah","10.219721233781934","0.9789573306906111"
"memulai","10.219721233781934","0.8911155176863325"
"menonaktifkan","10.219721233781934","0.7405080229878609"
"menuju","10.219721233781934","0.9091204751052313"
"menunjukan","10.219721233781934","0.7840392603836773"
"costumer","10.219721233781934","0.3606853660260251"
"dadak","10.219721233781934","0.9396266161810727"
"menunya","10.219721233781934","0.3779942792624107"
"menyangka","10.219721233781934","0.46035567995902454"
"menyarani","10.219721233781934","0.618148611643247"
"menyarankan","10.219721233781934","0.5392844691510644"
"menyesatkan","10.219721233781934","0.87776099312256"
"merajalela","10.219721233781934","0.370713433641302"
"mengomong","10.219721233781934","0.488009317291324"
"mengunci","10.219721233781934","0.5717017993508652"
"mengundang","10.219721233781934","0.3741305823549696"
"dagang","10.219721233781934","0.4131239533216845"
"dalem","10.219721233781934","0.7005972383845934"
"dampak","10.219721233781934","0.38304225148532484"
"dancok","10.219721233781934","0.8003312247453426"
"danta","10.219721233781934","0.9468319685779515"
"dapatkan","10.219721233781934","0.31084331468696996"
"darat","10.219721233781934","0.4498926671251049"
"meninggalkan","10.219721233781934","0.4219284362987312"
"menjebak","10.219721233781934","0.3163179514284984"
"depannya","10.219721233781934","0.7188707779817294"
"devnya","10.219721233781934","0.5116866845725986"
"dftar","10.219721233781934","0.7053189352898577"
"diadakan","10.219721233781934","0.4910651396071546"
"diaktifkan","10.219721233781934","0.5392323162175088"
"mendownloadnya","10.219721233781934","0.8065955749493603"
"menekan","10.219721233781934","0.7656607066334152"
"menelfon","10.219721233781934","0.46992853150467223"
"menengah","10.219721233781934","0.39683780528534446"
"meng","10.219721233781934","0.6620930034327731"
"mengakak","10.219721233781934","0.8633424373769418"
"mengalahkan","10.219721233781934","0.44197522901466973"
"mengejar","10.219721233781934","0.5472122728461553"
"mengembangkan","10.219721233781934","0.33184382448033944"
"debit","10.219721233781934","0.6637907303331647"
"dekat","10.219721233781934","0.5869426230330466"
"dengarkan","10.219721233781934","0.33844762679856616"
"menghilang","10.219721233781934","0.3615097761658817"
"menghina","10.219721233781934","0.5179291476706073"
"mengintip","10.219721233781934","0.5149329365111439"
"warna","10.219721233781934","0.3803819702415393"
"wewenang","10.219721233781934","0.5334583229616972"
"gaya","10.219721233781934","0.7318286998740501"
"gencontact","10.219721233781934","0.7579507247538468"
"gercep","10.219721233781934","1.0"
"gulung","10.219721233781934","0.8217143472337198"
"hadehhhhh","10.219721233781934","0.6646172936054353"
"hadeuhhh","10.219721233781934","0.5653546425510808"
"untum","10.219721233781934","0.6305216286549316"
"urusan","10.219721233781934","0.8334675507318784"
"users","10.219721233781934","0.4029034337611646"
"usil","10.219721233781934","0.6085973234775923"
"verifikasi","10.219721233781934","0.5407932796581628"
"visa","10.219721233781934","0.5055803486599345"
"visi","10.219721233781934","0.43199283900604707"
"walopun","10.219721233781934","0.8340474340921908"
"wanita","10.219721233781934","0.5886871491216986"
"zaman","10.219721233781934","0.420330699499688"
"access","9.996577682467725","0.48889082694137614"
"abal","9.996577682467725","0.8221683193751802"
"abisin","9.996577682467725","0.7424775909465203"
"walapun","9.996577682467725","0.6134906364243116"
"alahh","9.996577682467725","0.552351220133746"
"usahakan","9.996577682467725","0.5158117233072208"
"upload","9.996577682467725","0.47931804766941694"
"greedy","9.996577682467725","1.0"
"gaush","9.996577682467725","0.5837341333966946"
"getverify","9.996577682467725","0.3876729203413752"
"getting","9.996577682467725","0.7537168317185434"
"wkwkk","9.996577682467725","0.8853048641394484"
"will","9.996577682467725","0.5061572439481375"
"anggap","9.996577682467725","0.49781951687047854"
"tunjukkan","9.996577682467725","0.510341641518431"
"huuuuu","9.996577682467725","0.7124846754230116"
"ijin","9.996577682467725","0.8525554797136289"
"fiktif","9.996577682467725","0.4637256136206285"
"fotonya","9.996577682467725","0.7829584336896651"
"inggris","9.996577682467725","0.5303429955035583"
"terjelek","9.996577682467725","0.7991994317761799"
"teruntuk","9.996577682467725","0.348626157340473"
"apacoba","9.996577682467725","0.866622635352286"
"testimoni","9.996577682467725","0.6535345174381894"
"tetiba","9.996577682467725","0.5056302600672821"
"tidur","9.996577682467725","0.6950180334299647"
"taro","9.996577682467725","0.45002376607344063"
"teleponnya","9.996577682467725","0.3915856444819699"
"tenang","9.996577682467725","0.49180218172980245"
"dibenahi","9.996577682467725","0.5208642071692492"
"membahayakan","9.996577682467725","0.7043458831128075"
"membalas","9.996577682467725","0.5474158299027734"
"membantuku","9.996577682467725","0.9628676714834126"
"memberatkan","9.996577682467725","0.5873837001284392"
"membuang","9.996577682467725","0.7756774564908163"
"membukanya","9.996577682467725","0.5953570014467016"
"memeriksa","9.996577682467725","0.6704284097133988"
"memo","9.996577682467725","0.5344107883676431"
"memperkaya","9.996577682467725","0.5758333991941733"
"crash","9.996577682467725","0.8468434970119354"
"menyaring","9.996577682467725","0.7308161022504196"
"menyebabkan","9.996577682467725","0.4852806697323552"
"menyediakan","9.996577682467725","0.6037872753191169"
"menyukainya","9.996577682467725","0.9326755348650384"
"meningkatnya","9.996577682467725","0.45997009721773413"
"ndelok","9.996577682467725","0.9432160343823208"
"meras","9.996577682467725","0.5187323324669558"
"mewajibkan","9.996577682467725","0.9662878477372575"
"mirip","9.996577682467725","0.40652306819834244"
"ceritanya","9.996577682467725","0.34181271913470246"
"channel","9.996577682467725","0.7047174711804566"
"contactnya","9.996577682467725","0.46215131123665704"
"contacts","9.996577682467725","0.7022656288039092"
"monthly","9.996577682467725","0.4083384699299899"
"more","9.996577682467725","0.8408039408123423"
"muda","9.996577682467725","0.5857102930137038"
"munculnya","9.996577682467725","0.3290794035157519"
"memastikan","9.996577682467725","0.5588726685499554"
"membaca","9.996577682467725","0.633303625917093"
"dibatesi","9.996577682467725","0.8087661191303829"
"dibekukan","9.996577682467725","0.560099069901209"
"nemu","9.996577682467725","0.3851549792797518"
"netflix","9.996577682467725","0.46232624620085067"
"next","9.996577682467725","0.871012201506656"
"butuhin","9.996577682467725","0.33173488692136793"
"ngeceknya","9.996577682467725","0.7849419558791616"
"ngecewain","9.996577682467725","0.5593105306531642"
"ngechek","9.996577682467725","0.8765422956015816"
"markotop","9.996577682467725","1.0"
"masanya","9.996577682467725","0.6942050096544156"
"maximal","9.996577682467725","0.7288560429081962"
"mebantu","9.996577682467725","0.9412972482710321"
"murahan","9.996577682467725","0.6821258672795995"
"nagih","9.996577682467725","0.647446860829625"
"cant","9.996577682467725","0.7992246394736727"
"capai","9.996577682467725","0.43154620718528086"
"capitalist","9.996577682467725","1.0"
"brbyr","9.996577682467725","0.9017239267396652"
"brengsek","9.996577682467725","0.9643694462227838"
"bring","9.996577682467725","0.6966406686465876"
"note","9.996577682467725","0.4139786831040537"
"mainnya","9.996577682467725","0.6741413252993247"
"makasih","9.996577682467725","1.0"
"mama","9.996577682467725","1.0"
"diilangin","9.996577682467725","0.5650441398417012"
"mantp","9.996577682467725","1.0"
"manual","9.996577682467725","0.5707633813902129"
"ngent","9.996577682467725","0.927652834451663"
"ngentod","9.996577682467725","0.9643694462227838"
"bujang","9.996577682467725","0.9643694462227838"
"bukaaa","9.996577682467725","0.9432160343823208"
"bulak","9.996577682467725","0.7407334959514406"
"ngntd","9.996577682467725","0.9558838974740874"
"orderan","9.996577682467725","0.38858290930498385"
"biru","9.996577682467725","0.5187262412000356"
"overall","9.996577682467725","1.0"
"lanjutnya","9.996577682467725","0.6737844144995021"
"lapor","9.996577682467725","0.3699369786977576"
"lebay","9.996577682467725","0.8224490880620541"
"dikatakan","9.996577682467725","0.31862157916957107"
"lepas","9.996577682467725","0.76496928325369"
"liet","9.996577682467725","0.6586609567856389"
"notifnya","9.996577682467725","0.464697774384885"
"nulisnya","9.996577682467725","0.5602926738522017"
"bloon","9.996577682467725","0.7092736561185924"
"bodo","9.996577682467725","0.5160191118067262"
"nyata","9.996577682467725","0.978038485064208"
"boros","9.996577682467725","0.5290766840196527"
"boti","9.996577682467725","0.5642792599317297"
"pagi","9.996577682467725","0.37676806189435325"
"berusaha","9.996577682467725","0.5385498388022059"
"biadab","9.996577682467725","0.8344432780153981"
"pajangan","9.996577682467725","0.5413030866548595"
"palingan","9.996577682467725","0.4446497176530056"
"panas","9.996577682467725","0.9643694462227838"
"kritik","9.996577682467725","0.3391479967234283"
"kunci","9.996577682467725","0.8457059437723111"
"dikurangin","9.996577682467725","0.45427726916122346"
"kuras","9.996577682467725","0.7924585568884878"
"laki","9.996577682467725","0.7329799401600421"
"olah","9.996577682467725","0.3049061330806657"
"open","9.996577682467725","0.5896465760782692"
"operasional","9.996577682467725","0.527598604792132"
"optimal","9.996577682467725","0.49638727714162206"
"oranglain","9.996577682467725","0.6677240678113988"
"berlaganan","9.996577682467725","0.6275865288793347"
"berlebihan","9.996577682467725","0.6684220377905422"
"bermaksud","9.996577682467725","0.5631656588497558"
"pengertiannya","9.996577682467725","0.698436132731112"
"penglihatan","9.996577682467725","0.7537438704138051"
"dipakenya","9.996577682467725","0.43997798629199225"
"dipencet","9.996577682467725","0.7582011670786917"
"diperbaharui","9.996577682467725","0.7256820781509234"
